offensive,text
0,רונאלדו האמיתי
0,ארגנטינה בטוח מנצחת את המשחק הזה
0,הימור שלי : ארגנטינה תנצח בפנדלים
0,עזרה| לבנות קבוצה
0,לבנות קבוצה
0,לימודי נהיגה ותאוריה
0,שאלה| מעגל תנועה דו נתיבי
0,מעגל תנועה דו נתיבי
0,"היי רציתי לשאול כי התווכחתי עם זה היום על חבר,"
0,בככר תנועה דו נתיבי מהנתיב החיצוני אפשר לפנות ימינה ישר שמאלה או פרסה
0,ומהנתיב השמאלי אפשר ישר שמאלה ופרסה?
0,אני יודע שעדיף מהנתיב החיצוני לקחת רק ימין וישר אבל אני דיי בטוח שלפי החוק גם שמאלה ופרסה זה חוקי ובסדר אז האם זה נכון?
0,ועוד שאלה האם מותר לעבור מהנתיב הפנימי לחיצוני וההפך באמצע המעגל תנועה? כמובן שלא מפריעים לאף אחד ובודקים במראות שלא נתקעים באף אחד.
0,איך להיות יותר בטוח בכניסה למעגל תנועה לקראת טסט?
0,חוקי תנועה- שוטרים
0,מעגל תנועה
0,צומת נחשב גם מעגל תנועה?
0,גאדג'טים ואביזרים
0,כתבה| תופסן לסמארטפון לפעילות ספורטיבית
0,תופסן לסמארטפון לפעילות ספורטיבית
0,זה שווה ונח. הנה הלינק
0,סטנד שולחני לסמארטפון
0,ג'ויסטיק לסמארטפון
0,בקשה| המלצות ללפטופ לעיצוב גרפי
0,המלצות ללפטופ לעיצוב גרפי
0,היי מחפש מחשב נייד שמתאים לעיצוב גרפי
0,"(כמה כסף אתם מוכנים להוציא עבור המחשב ואם המחשב נרכש באילת, יש לציין זאת)"
0,"עיצוב גרפי, ui/ux, תכנות"
0,"במידה ויש צורך בתוכנות ספציפיות, על אילו תוכנות מדובר?"
0,"בעיקר אדובי- פוטושופ, אילוסטרייטור, וכו"
0,אין עדיפות
0,"משקל מחשב(האם המחשב יישאר על השולחן לרוב, יעבור ממקום למקום בדרך כלל או גם וגם)?"
0,גודל אחסון וסוגו(יש לקחת בחשבון שמערכת ההפעלה לוקחת מקום מראש)?
0,זמן סוללה (המדידה של הזמן נעשת בשימוש בסיסי של המחשב)?
0,דגשים מיוחדים למחשב?
0,אשמח להצעות !
0,בחירת לפטופ לעיצוב גרפי
0,מפרט עבור לפטופ לעיצוב גרפי
0,המלצות מחשבים ניידים לתלמידים
0,המלצה ללפטופ
0,( בלי מערכת הפעלה. )
0,עזרה| עזרה לפני קנייה
0,עזרה לפני קנייה
0,קנייה ומכירה של שחקנים
0,שאלת ההמונים .. לגבי קנייה וכו ...
1,לא חושב שיש פה מישהו שמוכן לשחק בזין שלי אני גם אוהב גברים
0,שם פרטי יובל
0,לא יודע איך הזמן תגובה בפרו אבל בפיפא אל תצפה שהכול יהיה מהיר כל פעם כי השרתים במשחק הזה לא הכי וואו ויום אחד אתה תקבל גיימפליי ממש מהיר ומגיב טוב ויום אחד השחקנים ירגישו לך כמו משאיות
0,אני אישית עף על המשחק השנה בטירוף זה השנה שהכי חרשתי במשחק
0,מלב אל לב
0,משתמש אנונימי
0,"משתמש אנונימי לקטגוריית דיון, עזרה וייעוץ ופורום מלב אל לב"
0,"אז אנחנו משרתות ביחד בצבא באותו תפקיד, התגייסנו באותו זמן בערך..ואני גיליתי ממש לאחרונה שאני ביסקסואלית או פאנסקסואלית, עוד לא ממש החלטתי."
0,"היא ממש מושלמת, לא ככ הטעם שלי בבנות אבל יש לה חיוך מושלם ועיניים מלוכסנות מדהימות. ככ יפה."
0,"היא מאוד ידידותית ומתוקה לאנשים וגם אליי, ואני לא מצליחה להחליט אם היא נחמדה אליי כי היא מאוהבת בי או כי היא סתם נחמדה."
0,"תמיד תמידד כשהיא פוגשת אותי, היא מתעניינת בי ושואלת איך אני מרגישה ומה קורה איתי,"
0,לפעמים משחקת בשיער כשהיא נמצאת לידי או כשאנחנו מתחילות לדבר.
0,"היא צוחקת מכל מיני דברים שאני אומרת, גם כשזה לא מצחיק(ואני לא יודעת אם זה ממקום של להיות מנומסת)"
0,"היא מגוננת עליי תמיד כמעט, ומחזיקה את קשר העין בינינו להרבה זמן , ומביטה בי כשאני לא רואה.."
0,"ואם אני מסתובבת, אז היא מובכת בטירוף ומורידה את הראש."
0,"עכשיו, אני לא יודעת מה לחשוב כי היא ידידותית לכולם, ובדגש על כולן......."
1,"ולכל מי שיציע לי לדבר איתה על זה , אני לא יכולה פשוט לבוא אליה ולשאול - ""תגידי, שומעת רגע? את לסבית/בי במקרה?"""
0,מה לעשות??
0,אשכול זה הוא אשכול אנונימי שנכתב על ידי משתמש ממין נקבה. יש להתייחס אליו כאל כל אשכול אחר. 
0,"מישהי שהכרתי, שאני לא מצליח להבין אם היא בעניין או לא"
0,"אני דלוקה על בחור מהעבודה, הוא רמז לי שהוא פחות בעניין ולקחתי את זה קשה"
0,"אולי יש דרך עקיפה שתוכלי לגלות אם היא בעניין של בנות גם, לדבר איתה על הנושא אבל לא לשאול אותה באופן ישיר אם היא בקטע "
0,לא בטוח ממש איך אבל זה כיוון
0,"תעשי לה סטוקינג ברשתות החברתיות ואם לא מוצאת שום דבר שהיא עוקבת אחריו שקשור ללהט""ב אז פשוט תשאלי בעקיפין - למשל תקשיבי ללהקה של בלאקפינק ותגידי לה שיש לך קראש על אחת חברות הלהקה או משהו, ואז תראי את התגובה שלה לגבי זה."
0,"אבל אל תצפי לכלום , רוב הסיכויים שאולי רק נחמדה ומתנהגת בכללי ככה ולא רק סביבך עם המשחקים בשיער וכו'. אבל שווה לנסות בכל זאת, שלא תתחרטי שלא ביררת."
0,שם פרטי מאור
1,"הבחור נתן משהו פה עם הבלאקפינק, אני מניח שהרעיון הוא למצוא דרך עקיפה לומר את זה, אבל גם השאלה היא אם היא יודעת שאת לסבית? אולי היא לא יודעת ואז היא בדיוק באותה נקודה כמוך"
1,למה שלא תלכי לטיפול המרה?
0,שם פרטי סוד
0,קרה לי פעמיים בצבא בבסיס 
0,לכי תדעי 
0,צאי איתה לשיחת נפש
0,חייבת להבין משהו
1,דיון| האם אתם אנשים חשוכים?
1,האם אתם אנשים חשוכים?
0,עילת הסבירות
1,אני נחשב לחשוך לצערי הרב מכיוון שאני לא מרגיש בנוח כשהומוסקסואלים מתנשקים לי מול הפרצוף ומצעד הגאווה נשמע לי דבר מטריד
1,אנשים חשוכים מפגינים בהרצליה נגד חשיפת ילדי בית ספר יסודי לתכנים להט''בים
1,אנשים חשוכים מחרימים את הסרט ''באזז'' בגלל נשיקה לסבית (בושה)
1,אנשים חשוכים חושך מצרים החרימו מוצרים להט''בים כי זה מעודד
1,אנשים חשוכים במרכז הארץ איימו לפגוע במי שיקרין סרט על החודש
1,מתי כבר יוצא לך להיתקל בהומואים מתנשקים? אף פעם לא קרה לי
0,כבדים מידי לטעמי
0,לצערי הרב יצא לי והם עשו את זה דווקא מולי כדי להרואת שהם לא מתביישים
0, פורסם במקור על ידי עילת הסבירות
1,"נשמע באמת דפוק, גם סטרייטים לא צריכים להתנשק בפומבי לדעתי"
1,אסור להפגין אהבה בציבור צריך להשליך לכלא כול המתחבקים למיניהם 
1,זה לא אמור להיות משהו פרטי ?
1,תגיד למה מותר לראות בקולנוע נשיקות וחיבוקים אבל סקס זה די לא חוקי להראות ברוב הסרטים בקולנוע? 
1,איך הומואים הצליחו לחיות כל מאות השנים שהיו משטרים חשוכים בעולם?
0,מוזיקה אסייתית
0,שאלה| מאיפה הכי משתלם להזמין אלבומים לישראל?
0,מאיפה הכי משתלם להזמין אלבומים לישראל?
0,קאבר| dream drop distance
0,dream drop distance
0,עץ הערער
0,שם פרטי לופי
0,חל חל חל חל חלבונה
0,מהו מחזור הכספ שלכם?
0,האם אתם חושבים שבפורומים באינטרנט יש רק סוג אוכלוסייה אחד שנמצא ?
0,שאלה| כונן ssd מומלץ?
0,כונן ssd מומלץ?
0,תודה מראש
0,שאלה| לינארית (הוכחה)
0,לינארית (הוכחה)
0,"אני יודע שזה נכון, אבל הסתבכתי על להוכיח את זה עבור כל המקרים."
0,לינארית תרגיל הוכחה של תמ״ו
0,עזרה בכתיבת הוכחה - לינארית
0,הוכחה בלינארית - העתקה לינארית
0,לינארית - הוכחה של הטלה אורתוגונלית
0,אתה יכול לסמן
0,שם פרטי יואל
0,"לא יודע, לא נראה לי שהאלכסונים שווים בהכרח."
0,הוכחה והפרכה של תלות לינארית
0,הוכחה אלגברה לינארית -- מטריצות
0,תקוע באמצע הוכחה -- אלגברה לינארית
1,דיון| אני גזען להאיבר מין הגדול
1,אני גזען להאיבר מין הגדול
1,מוהלת מוסלמית משחיתה איבר מין של תינוקת קטנה ״תודה לאל עשיתי את חובתי״
1,מהמם|בוטל אירוע תיכוניסטיות עם שפחת מין של דעאש מחשש לאיסלמופוביה
1,הותר לפרסום: קצין בדרגת סגן אלוף נעצר בחשד לביצוע עבירות מין ופגיעה בפרטיות
1,אם חרדים מקיימים יחסי מין ומביאים לעולם עוד חרדים בטלנים
0,"מחשבים, אינטרנט ותוכנה"
0,תוכנות שיתוף
0,"אהלן, מחפש הזמנה לאחד מהאתרים האלה "
0,הזמנות לטראקרים
0,מבקש הזמנה ל hebits.net נותן fuzer בתמורה
